SYMBOL	ENTREZID
KIF21B	23046
CCDC57	284001
MAF1	84232
SF3B2	10992
DBNDD1	79007
MKNK2	2872
PRPF38B	55119
EXOSC5	56915
LINC00847	729678
ARMC10	83787
ZNF836	162962
MRPL46	26589
NLE1	54475
TSPAN5	10098
TRAV12-1	28674
RALY	22913
KIAA1191	57179
METAP1D	254042
TAF9	6880
WDR59	79726
FKBP8	23770
MTHFS	10588
MTM1	4534
DPEP2	64174
ZNF680	340252
TRMT10B	158234
METTL3	56339
ELP2	55250
SH2B1	25970
LENG1	79165
TRBV6-1	28606
CERK	64781
MORN3	283385
ZEB1	6935
RFXAP	5994
LOXL1-AS1	100287616
FAM241B	219738
ZNF224	7767
INTS8	55656
PIBF1	10464
ZNF699	374879
WAS	7454
CCDC7	79741
PIGL	9487
MMGT1	93380
UNG	7374
TEX264	51368
PEX3	8504
UFL1	23376
TRBV30	28557
TRAV38-1	28644
SSBP2	23635
ZNF169	169841
TTC39B	158219
RIOX2	84864
BRD3OS	266655
TRAV8-1	28685
SYCE1L	100130958
TRIM47	91107
ZXDC	79364
PCAT1	100750225
P4HTM	54681
CD226	10666
BAG3	9531
PARP15	165631
SLAIN1	122060
PFKL	5211
TRAV36DV7	28646
NBPF9	400818
NBEAL1	65065
GIPC1	10755
XKR8	55113
PLRG1	5356
DPY30	84661
TSPO	706
PATZ1	23598
SLC39A10	57181
STAT5A	6776
CRYBG1	202
IFRD2	7866
MUTYH	4595
SCAMP1-AS1	728769
NEK9	91754
ELF2	1998
WRNIP1	56897
PITPNC1	26207
PLK3	1263
NUTM2A-AS1	728190
GMDS	2762
BLCAP	10904
VOPP1	81552
SUSD4	55061
PPP2R1A	5518
HNRNPUL2-BSCL2	100534595
LINC01259	106144599
KIF5C	3800
KDM4C	23081
ANTXR2	118429
LRRC8A	56262
FARSB	10056
PPM1K	152926
TRAV41	28640
CASTOR1	652968
MX2	4600
POLR1C	9533
RPUSD4	84881
TMEM45B	120224
OBSCN	84033
TCEA2	6919
ZFP62	643836
IMMT	10989
USE1	55850
MCM3	4172
THRAP3	9967
MAGEF1	64110
GREM2	64388
RDH14	57665
HNRNPC	3183
VPS13A	23230
MED16	10025
ZNF483	158399
DLGAP1-AS1	649446
TTC12	54970
L3MBTL2	83746
AGBL5	60509
FBXO32	114907
RNASEL	6041
MAPKAPK5	8550
TMEM186	25880
TRIM46	80128
LYRM9	201229
PHF14	9678
MEN1	4221
ZNF24	7572
LRPPRC	10128
TSGA10	80705
ASH1L-AS1	645676
TRAV25	28658
WDR37	22884
ARL6IP6	151188
LIPE	3991
DPP7	29952
KANSL1-AS1	644246
TPP2	7174
ZSCAN18	65982
GSTM3	2947
SPCS1	28972
ETHE1	23474
CTLA4	1493
SRP68	6730
PPP1R18	170954
ZNF12	7559
SLC25A23	79085
ZNF721	170960
TRBV4-2	28616
TMEM101	84336
TAMM41	132001
ZNF43	7594
PSMB8	5696
OSGEPL1	64172
STRADB	55437
PSMG4	389362
NUBP2	10101
NUP107	57122
DHRS13	147015
TSPAN14	81619
MLLT10	8028
SLC7A6OS	84138
SNRPA1	6627
RNF216	54476
PPIH	10465
GAMT	2593
TRAPPC4	51399
SYDE2	84144
LINC02325	101929241
KCTD7	154881
FBXO31	79791
NCAPG2	54892
B3GNT9	84752
HEATR1	55127
SLC35C1	55343
NXPE3	91775
SLC22A17	51310
TFAM	7019
TSEN2	80746
LINC00623	728855
DUSP11	8446
POLR2M	81488
CMC4	100272147
LAPTM4B	55353
TADA1	117143
USP33	23032
FAM24B	196792
WDR82	80335
SURF6	6838
CWF19L2	143884
LRRC61	65999
CTBP1-DT	92070
SLC16A7	9194
PPP1R11	6992
SP4	6671
AP1G2	8906
TRAV20	28663
MIR762HG	101928736
TRBV24-1	28563
DCTPP1	79077
TLE2	7089
BBS1	582
FAM184A	79632
ZNF181	339318
YEATS4	8089
FAM217B	63939
UTP4	84916
GON7	84520
ZNF14	7561
STIM1	6786
CYBC1	79415
PNN	5411
CTU1	90353
FBXO44	93611
CS	1431
NFATC1	4772
HERC4	26091
SLC16A1-AS1	100506392
TRAV10	28676
JADE1	79960
CFAP97	57587
TAPT1-AS1	202020
SLC41A3	54946
STIM2	57620
NR3C2	4306
C1RL	51279
ZBTB24	9841
TRBV9	28586
PGAP1	80055
UTY	7404
DNAJB14	79982
CSTF1	1477
TMEM191B	728229
MRPL39	54148
COQ6	51004
TMEM121	80757
ZFAND2B	130617
NDUFS2	4720
TRMO	51531
PLA2G12A	81579
NUP210	23225
PCGF5	84333
ZNF484	83744
SF3B1	23451
TRAV12-2	28673
WDR3	10885
SLC25A12	8604
LINC01934	101927156
COX10	1352
FAM98C	147965
HACD1	9200
CCDC22	28952
PTP4A2	8073
METAP1	23173
UCP2	7351
FAM171A1	221061
ACP1	52
INF2	64423
NDUFAF3	25915
CREB1	1385
SIMC1	375484
SNED1	25992
UBE2D3	7323
CUL4A	8451
CDC14B	8555
PFKP	5214
DDX55	57696
PRMT7	54496
CTCF	10664
GTPBP3	84705
PREPL	9581
SMARCA2	6595
WDR89	112840
CES4A	283848
NR1D2	9975
NEMP2	100131211
PRKRA	8575
NUB1	51667
ABCE1	6059
ZNF382	84911
ATF1	466
LRRC8B	23507
ILF2	3608
MZF1	7593
SLC46A3	283537
CEP135	9662
TMEM102	284114
SLC8B1	80024
ACVR1	90
UQCRC2	7385
FXYD2	486
SIRT5	23408
DGCR6L	85359
SLBP	7884
PDE6B	5158
RAB39B	116442
HPGD	3248
PPP6C	5537
TRIM32	22954
RAD50	10111
MAP3K14-AS1	100133991
ZC3H6	376940
AXIN2	8313
CDKN2AIP	55602
EPHA1	2041
DGKH	160851
GPR150	285601
NSMCE4A	54780
ZFP1	162239
COG5	10466
RINL	126432
ACVR1C	130399
BTBD9	114781
BCKDHB	594
ABHD18	80167
HMCES	56941
BCDIN3D	144233
MED4	29079
C22orf39	128977
MIB2	142678
ST6GALNAC6	30815
EID2B	126272
ZNF208	7757
AGBL3	340351
TRAPPC1	58485
ALDOC	230
DDX56	54606
BTLA	151888
UBE2G2	7327
CLSTN1	22883
CEP95	90799
SCAI	286205
ZNF420	147923
MAP2K5	5607
TNRC6C	57690
CABIN1	23523
PMM1	5372
TAF15	8148
REPS1	85021
CD46	4179
PDCD2L	84306
LUC7L2	51631
FKBP11	51303
DSTN	11034
ADK	132
C6orf47	57827
NDUFB4	4710
LIN37	55957
TRMT2B	79979
XAB2	56949
HP1BP3	50809
SNRNP35	11066
SP110	3431
TNRC6A	27327
MFSD8	256471
CD96	10225
PAAF1	80227
MAP3K4	4216
ACADSB	36
TMEM254	80195
PRPF38A	84950
MTG1	92170
NDUFAF8	284184
PPP1R21	129285
PCYT2	5833
BCCIP	56647
KBTBD7	84078
CCDC92	80212
THNSL1	79896
NDUFB5	4711
UBE2B	7320
TIGD1	200765
DTNB	1838
TMEM71	137835
TIMM29	90580
TRBV12-3	28577
KRT10	3858
ACP6	51205
EEF1E1	9521
HAUS4	54930
EZH1	2145
PDE9A	5152
ZNF48	197407
SGPP2	130367
RPS6KA1	6195
DDX28	55794
USP5	8078
BSDC1	55108
GTF2F1	2962
KRI1	65095
DDX17	10521
MTA1	9112
DUSP12	11266
TNK1	8711
ERO1A	30001
TMEM42	131616
TRAV38-2DV8	28643
REM2	161253
OXCT1	5019
ZNF83	55769
MOCS2	4338
PRUNE1	58497
KDM5D	8284
VWA8	23078
TACO1	51204
TRBV4-1	28617
PUF60	22827
NSMCE3	56160
KLHL28	54813
PGAP2	27315
ZNF749	388567
VRK1	7443
PPP2R5D	5528
LNPEP	4012
ADARB1	104
POP5	51367
ASH1L	55870
HPS6	79803
BTD	686
ARMC1	55156
EEF1AKMT2	399818
SS18L2	51188
RLN1	6013
M6PR	4074
ZNF239	8187
SF3B3	23450
ISM1	140862
SPICE1	152185
ZC3H11A	9877
SELENOW	6415
PARP11	57097
ZNF337	26152
ACBD6	84320
TRBV29-1	28558
PIGM	93183
CSK	1445
TESMIN	9633
SARM1	23098
SMIM10L1	100129361
ATAD1	84896
ANKH	56172
SLC39A8	64116
RAPGEF6	51735
MIAT	440823
EHD1	10938
TRAV26-2	28656
FGFBP3	143282
CELA1	1990
TRMT10C	54931
PHOSPHO2	493911
PIGK	10026
SNUPN	10073
VPS35	55737
DDX50	79009
ORC4	5000
RNPEPL1	57140
CROCC	9696
SDCBP2-AS1	100507495
LATS1	9113
FAM117A	81558
ZNF581	51545
API5	8539
SESN1	27244
PFDN4	5203
RPUSD3	285367
COPS7B	64708
SFT2D3	84826
HEATR5B	54497
RFFL	117584
IGSF9B	22997
F2RL1	2150
RILPL2	196383
KNOP1	400506
NUDT7	283927
DNAH6	1768
FRYL	285527
KLHDC7B	113730
FCHO1	23149
TRAPPC2	6399
PURA	5813
ZNF397	84307
ZNF586	54807
PAIP2	51247
GABARAPL2	11345
PCBP4	57060
RBM15B	29890
ASB7	140460
FAHD2B	151313
DHRS12	79758
FAM110A	83541
LINC00891	441501
AP1M1	8907
KDF1	126695
ZNF33A	7581
NUP88	4927
PERP	64065
RPAP2	79871
SPSB2	84727
SMARCC2	6601
OMA1	115209
EML3	256364
ITFG2-AS1	283440
DCAKD	79877
RANBP6	26953
ZNF816	125893
STK26	51765
CALM3	808
SPON1	10418
TMEM250	90120
MTA3	57504
SNRNP48	154007
CARD8-AS1	100505812
HS3ST3B1	9953
CHMP3	51652
ELAVL1	1994
SBNO1	55206
LIPT1	51601
C3orf18	51161
TRBV5-4	28611
SGSM3	27352
SLC35D2	11046
ADAM23	8745
LRRC8C-DT	400761
C1orf35	79169
QRICH1	54870
LCMT1	51451
HCLS1	3059
UMAD1	729852
MRPS30	10884
ZNF329	79673
GMCL1	64395
AKAP1	8165
MAPK13	5603
ST3GAL3	6487
WDR86	349136
PET117	100303755
PPP2R2D	55844
COPS5	10987
PXYLP1	92370
TXNDC9	10190
CCDC71	64925
RASA4B	100271927
LAS1L	81887
LY75	4065
CENPT	80152
NFATC2IP	84901
LIG1	3978
ANKMY1	51281
EEPD1	80820
LINC01011	401232
TDP1	55775
HEMGN	55363
TMEM209	84928
NT5C3B	115024
MBP	4155
STX2	2054
BHLHE40-AS1	100507582
SPNS3	201305
DCAF16	54876
NFRKB	4798
TRAV18	28665
HERC6	55008
VAMP1	6843
POLD2	5425
SNAPC5	10302
ANKRD16	54522
BDH2	56898
UBL3	5412
RNPC3	55599
NCOA5	57727
CNKSR2	22866
TYW1	55253
TBC1D13	54662
METTL14	57721
PRDM8	56978
KIAA0586	9786
TMIGD2	126259
SMIM19	114926
ALDH9A1	223
ZNF718	255403
PDHB	5162
ZBTB2	57621
DIP2B	57609
GLS2	27165
ALG11	440138
SF3B4	10262
TMEM256-PLSCR3	100529211
GOT2	2806
ELAC2	60528
APEH	327
NELFCD	51497
IRAK4	51135
RLN2	6019
MRPL48	51642
IFNG-AS1	100885789
TRBV11-3	28580
NDUFA5	4698
KYAT1	883
TRBV21-1	28566
MRM1	79922
TRAV30	28652
LRRC8C	84230
RPP25L	138716
MAD2L1	4085
RFESD	317671
CACNA1I	8911
CSTF2T	23283
TRMT13	54482
UTP25	27042
YTHDF2	51441
YBEY	54059
EXOC4	60412
FUT8-AS1	645431
EIF2B1	1967
OSER1-DT	100505783
KAT6A	7994
DYNLT3	6990
AIMP1	9255
SHQ1	55164
ZNF75D	7626
NUP54	53371
CCR2	729230
CMAS	55907
MAGEE1	57692
GTSCR1	220158
TRIM28	10155
NUDCD3	23386
TRBV11-2	28581
ZNF251	90987
EIF4EBP3	8637
MRPL17	63875
TADA3	10474
MALINC1	100505636
GAR1	54433
TMUB1	83590
TATDN1	83940
TLNRD1	59274
TSPOAP1-AS1	100506779
RARS2	57038
TCAF2C	100533814
POLR2I	5438
TRPC1	7220
CGRRF1	10668
GEMIN4	50628
ARHGEF6	9459
ZNF485	220992
HSPB1	3315
ATXN10	25814
CACNA1C-AS1	100652846
TRAV1-1	28693
MID2	11043
LINC01311	100652736
RAB28	9364
ZNF131	7690
GRPEL2	134266
DNPH1	10591
ZNF213-AS1	100507458
LPIN2	9663
ELK4	2005
GPC2	221914
TMEM69	51249
GSTM2	2946
RBBP4	5928
SMIM8	57150
MICU3	286097
CDPF1	150383
EVA1C	59271
NR2C1	7181
ZNF30	90075
TMEM129	92305
ERCC6L2	375748
FBXL22	283807
MRPS25	64432
TRBV6-6	28601
ZBTB14	7541
YWHAQ	10971
SLC27A5	10998
VMAC	400673
HSPA1L	3305
ZNF408	79797
RNASEH2B	79621
ZFAND4	93550
SPOUT1	51490
PSMD6	9861
RETREG2	79137
CSTF2	1478
ZNF174	7727
BOLA1	51027
NPRL2	10641
ZNF831	128611
TRBV12-4	28576
VEZF1	7716
ZNF519	162655
ZNF550	162972
STAM	8027
PRPF18	8559
PDCD10	11235
HSF5	124535
NOL4L	140688
ICE2	79664
ANKEF1	63926
ENO1	2023
FAM219B	57184
RAB11FIP5	26056
RSRP1	57035
NHLRC4	283948
ATP5PO	539
MIATNB	102724827
LYPD3	27076
XKR6	286046
ZFYVE27	118813
SCOC	60592
TRBV7-3	28595
TIPARP-AS1	100287227
P2RY10	27334
ZNF626	199777
ZSWIM1	90204
GKAP1	80318
SURF2	6835
TMEM154	201799
SP2	6668
RTP4	64108
CRB3	92359
PTPN4	5775
MED11	400569
TRAV5	28688
COG1	9382
BMI1	648
OTUD6B-AS1	100506365
RORC	6097
ZNF780B	163131
NARS2	79731
AIRE	326
CEP19	84984
TRIM11	81559
LINC00921	283876
ZC3HAV1	56829
RICTOR	253260
IGSF22	283284
ZNF691	51058
HINFP	25988
MRPL49	740
CCNI2	645121
FBXL4	26235
SCYL3	57147
FOXN2	3344
ACBD4	79777
FAF1	11124
PAPOLG	64895
EXOSC6	118460
CTDSP2	10106
MTERF1	7978
RPAP3	79657
NUDT5	11164
SLC25A15	10166
IGFBP3	3486
MCCC1	56922
FASTKD5	60493
ZNF398	57541
STX18-AS1	100507266
INTS6-AS1	100507398
LRFN3	79414
ABCB7	22
CCDC141	285025
TMEM120B	144404
NOMO2	283820
BFAR	51283
NUCB2	4925
GPKOW	27238
PLAG1	5324
GCLM	2730
TMEM169	92691
PCNX2	80003
AFF1	4299
CERNA1	100129973
SCLY	51540
KIZ	55857
PRMT3	10196
ZNF564	163050
CSTF3	1479
BCAT2	587
ARHGEF5	7984
MMP28	79148
TMEM263	90488
HEMK1	51409
TRAV19	28664
PUS7L	83448
CD59	966
PLLP	51090
ZNF568	374900
ALS2CL	259173
TRBV14	28573
PM20D2	135293
SCFD2	152579
PPP2R5C	5527
ZNF182	7569
FBXO34	55030
ZC3H8	84524
XPNPEP3	63929
DTD2	112487
CRYZ	1429
MPLKIP	136647
TYSND1	219743
PHF7	51533
ARMCX5	64860
BTN3A3	10384
HSF1	3297
GCFC2	6936
ATF6B	1388
ZNF3	7551
ZFC3H1	196441
PMCH	5367
RNF44	22838
TMEM267	64417
ZNF274	10782
PIM3	415116
NTPCR	84284
FAM169A	26049
SPIN3	169981
ZNF7	7553
RETREG3	162427
ZNF439	90594
DHRS1	115817
HYKK	123688
FBXO22	26263
PRRT1	80863
RBM26-AS1	100505538
RABL2B	11158
FAM111A-DT	101927204
NR2F6	2063
PLEKHG5	57449
TUBE1	51175
FAM201A	158228
HAUS5	23354
SLC25A42	284439
GTPBP8	29083
DMTN	2039
GCDH	2639
TMEM245	23731
ZNF740	283337
ZMAT1	84460
IRF2BP1	26145
HAR1A	768096
C10orf88	80007
GCNT4	51301
PPIE	10450
HDHD2	84064
KANK1	23189
MRPL24	79590
SWSAP1	126074
SCAMP3	10067
PYROXD1	79912
KALRN	8997
RRN3	54700
TRERF1	55809
LINC01876	101929378
NCAPD2	9918
SNPH	9751
SLC5A2	6524
C2orf74	339804
ZNF324	25799
ZNF692	55657
MOGS	7841
ZNF226	7769
UBASH3B	84959
YRDC	79693
ZNF445	353274
PARD6A	50855
SIRT7	51547
LTBP3	4054
NIF3L1	60491
ZNF623	9831
ACVR2B	93
VIM-AS1	100507347
ZNF200	7752
HSD17B8	7923
ZNF17	7565
ZFP37	7539
ZNF383	163087
USP1	7398
ALKBH2	121642
POLG2	11232
LINC02295	105370652
THAP7-AS1	439931
ZNF230	7773
C6orf136	221545
RBM34	23029
TRDV1	28518
CTDSP1	58190
PFN2	5217
EXOC2	55770
FSBP	100861412
LINC01727	101929625
ARL10	285598
DMAP1	55929
SLC10A3	8273
WDR76	79968
BCL9L	283149
TBC1D15	64786
TRAV39	28642
HIRIP3	8479
UBE3D	90025
ZCCHC3	85364
ZNF431	170959
GP5	2814
WDR5B	54554
ARHGAP1	392
KDM8	79831
C11orf68	83638
ZNF658	26149
LARGE2	120071
SH3GLB2	56904
MORC3	23515
ITGB3BP	23421
TMEM60	85025
ZNF460	10794
DUSP16	80824
TRAF5	7188
RNF10	9921
LGALS8	3964
MINDY1	55793
VDAC3	7419
PIK3R4	30849
ZNF573	126231
USP39	10713
CEP70	80321
TMEM168	64418
IDH3B	3420
PRKD2	25865
ASB16-AS1	339201
LIMK2	3985
RECK	8434
ZNF345	25850
ZNF84	7637
POLR2D	5433
LYPLA2	11313
SCMH1	22955
AAAS	8086
GTF2H3	2967
ZNF286A	57335
SEC31B	25956
SAAL1	113174
NIT2	56954
ZNF764	92595
C10orf143	387723
COPS6	10980
ZNF395	55893
UBQLN1	29979
MYO1G	64005
TRMT2A	27037
SLC35F3	148641
ST8SIA1	6489
MRPL30	51263
DLEC1	9940
ZNF681	148213
USP46	64854
ZNF606	80095
RABL2A	11159
GFM1	85476
MRPL42	28977
PRRC2A	7916
SHLD2	54537
TWF2	11344
ENO1-AS1	100505975
ANKAR	150709
TKTL1	8277
SLC35E2B	728661
FBXL14	144699
PIP4P1	90809
RCL1	10171
MORF4L1	10933
ARSK	153642
GNL3L	54552
GDPD5	81544
HDHD5	27440
CETN3	1070
SARDH	1757
PIK3R5	23533
TRMU	55687
L3MBTL3	84456
RNF166	115992
NCOA7	135112
RGPD1	400966
NDUFAF4	29078
SIDT1	54847
ZNF770	54989
LIPT2	387787
RBM11	54033
MRTO4	51154
PSMA5	5686
CCDC152	100129792
TAF8	129685
ASNS	440
RPP21	79897
PFDN1	5201
GATD1	347862
BAG5	9529
C2CD4D	100191040
ACSM3	6296
RAD51C	5889
NMD3	51068
ESPN	83715
DLGAP1	9229
HELQ	113510
MBLAC2	153364
LACTB2-AS1	286190
DNAI2	64446
GEMIN8	54960
TMEM128	85013
ZXDB	158586
ZNF76	7629
ZNF136	7695
PHC1	1911
FAM78A	286336
CDK5RAP1	51654
HTD2	109703458
HLA-F	3134
USP13	8975
MLH3	27030
CKMT2-AS1	100131067
KTN1-AS1	100129075
TMPO	7112
SUN1	23353
TCEANC	170082
RPP38	10557
TRIM16	10626
DPH7	92715
RAD51B	5890
HBS1L	10767
FABP1	2168
IL6R-AS1	101928101
PF4	5196
BOD1	91272
RBM3	5935
DKC1	1736
KTI12	112970
NAA16	79612
FIP1L1	81608
ROPN1L	83853
PELP1	27043
ZNF569	148266
GCHFR	2644
ZGPAT	84619
TDP2	51567
ZNF575	284346
ZNF671	79891
TSPAN2	10100
MOCS3	27304
XYLT2	64132
OST4	100128731
KLHL34	257240
RAB43	339122
OXSM	54995
SCAPER	49855
TAF6	6878
TRIM23	373
RNF212	285498
HEATR6	63897
CHMP4A	29082
DDHD2	23259
ZNHIT2	741
B3GALT2	8707
MORC4	79710
ZNF551	90233
FIS1	51024
MAMSTR	284358
NFYC-AS1	100130557
RORA-AS1	101928784
TPTEP2-CSNK1E	102800317
MATN1-AS1	100129196
FAM66B	100128890
B3GALT4	8705
EPPK1	83481
UNC45A	55898
GNG8	94235
ZMYND11	10771
KLHL11	55175
OTUD7A	161725
CNTRL	11064
FAM120C	54954
CHST14	113189
ERVMER61-1	339476
C8orf44	56260
GALNT12	79695
LINC01725	101927587
MDH2	4191
GLMN	11146
EDAR	10913
CROT	54677
TBCK	93627
RYK	6259
ACTL10	170487
KDM3A	55818
BEX5	340542
SFXN2	118980
HBA1	3039
ADAMTSL5	339366
COMMD2	51122
ANKRD46	157567
MRPL44	65080
PGRMC2	10424
FAM89A	375061
GPS2	2874
PKM	5315
MAPK11	5600
RNF31	55072
CRYBG2	55057
KRTCAP3	200634
NOS3	4846
BRD8	10902
LDB1	8861
ZNF649	65251
PDK3	5165
ZNF792	126375
SUMO4	387082
ZC2HC1A	51101
GPD1L	23171
SNHG19	100507303
VAPB	9217
IL11RA	3590
SPPL3	121665
LHPP	64077
GPALPP1	55425
GSTM1	2944
PPP3CB	5532
TGDS	23483
JMJD4	65094
TRIM59	286827
NSUN6	221078
LINC01825	124908063
NIP7	51388
ILF3	3609
MAD2L1BP	9587
SH3KBP1	30011
EXD3	54932
ATG9A	79065
DPH6	89978
TRBV27	28560
SDR42E1	93517
ZNF790	388536
ZNF263	10127
GID8	54994
RPTOR	57521
ANKRD36C	400986
ZBTB7B	51043
GFOD2	81577
NDUFA10	4705
ATP5IF1	93974
TIGIT	201633
SLC9B2	133308
ACTR3C	653857
XRRA1	143570
ZNF837	116412
CCNB1IP1	57820
MFF	56947
PDXP	57026
ZNFX1	57169
RPRD1A	55197
PNMA5	114824
SH3GL1	6455
PLEKHG4	25894
PPP4R3B	57223
TDRKH	11022
CCDC61	729440
TRAV24	28659
EID2	163126
CCZ1B	221960
B4GALNT3	283358
LINC00544	440131
CAD	790
HYI	81888
HK1	3098
ZNF781	163115
PIANP	196500
TSFM	10102
TBC1D19	55296
SAP130	79595
CYB5D2	124936
ZCCHC8	55596
SYNE3	161176
MAP7D3	79649
NFS1	9054
FBXO4	26272
DSC1	1823
PSAT1	29968
FAM153B	202134
CCDC85C	317762
MARS2	92935
TIMM22	29928
AASDHPPT	60496
PIGH	5283
SRFBP1	153443
BBIP1	92482
KRT73	319101
RFX3	5991
ZNF891	101060200
ZNF814	730051
CHN1	1123
FOXK1	221937
PRPF39	55015
SLC29A2	3177
RRAGA	10670
TRBV7-6	28592
SLC4A5	57835
RMRP	6023
FALEC	100874054
USP44	84101
PNPLA7	375775
RRAGB	10325
ABHD3	171586
PHF23	79142
TGFB1	7040
HBA2	3040
MRPL3	11222
MRPS5	64969
ZBTB11	27107
DGAT1	8694
AMZ2	51321
FUT8	2530
PDF	64146
NAP1L3	4675
TTC22	55001
SLC12A9-AS1	105375430
PRELID3B	51012
POLR2B	5431
DENND6A	201627
ZNF554	115196
TAF4B	6875
KIAA1328	57536
TRNAU1AP	54952
SPEF2	79925
COX19	90639
ZNF574	64763
GPR55	9290
SLC5A5	6528
ZSWIM5	57643
CHIC1	53344
EMG1	10436
GBP1	2633
NCBP2	22916
NET1	10276
ZNF354B	117608
ORC2	4999
RNF125	54941
ZNF566	84924
CALY	50632
EBAG9	9166
PWP2	5822
DLG1	1739
TEFM	79736
SACS	26278
GBP5	115362
TPGS1	91978
FAM227B	196951
ZNF256	10172
LINC02520	100505530
TPK1	27010
PHAX	51808
DCAF4	26094
WDR6	11180
KLHDC1	122773
ZNF365	22891
ZNF576	79177
ZNF823	55552
ZNF92	168374
BTBD6	90135
LRRC41	10489
ZNF747	65988
MKS1	54903
MYB	4602
WBP11	51729
MED18	54797
RNF167	26001
LINC00526	147525
LINC00685	283981
ZNF134	7693
SON	6651
RAB25	57111
PDIK1L	149420
ZNF8	7554
LRRC14	9684
RBM22	55696
ZBED5-AS1	729013
GOLGA7B	401647
LENG8-AS1	104355426
TRBV11-1	28582
ADHFE1	137872
IPO5	3843
PGAM5	192111
COIL	8161
SEMA4F	10505
ARRDC2	27106
POC5	134359
KBTBD3	143879
SMIM33	111064649
FAM66C	440078
B4GAT1	11041
ZNF682	91120
ALDH18A1	5832
POLDIP3	84271
SYNGAP1-AS1	112390310
MRPL23	6150
ITGB1BP1	9270
ALG6	29929
ELOVL4	6785
L3HYPDH	112849
HDAC4	9759
ZDHHC2	51201
LMBRD2	92255
C9orf40	55071
RBBP5	5929
EDC4	23644
PODXL2	50512
NUP37	79023
LMBRD1	55788
ZNF286B	729288
BCL7C	9274
TIRAP	114609
UTP14A	10813
ZKSCAN4	387032
SALL2	6297
MED17	9440
VPS4A	27183
ZBTB39	9880
ZSCAN32	54925
GSDMD	79792
INPP4A	3631
HDAC3	8841
SUV39H1	6839
PRRT3	285368
PRMT1	3276
CBX5	23468
RHBDL1	9028
TRBJ2-1	28629
GTSF1	121355
CPA5	93979
PRKCZ	5590
TRIB3	57761
ANP32E	81611
HDGFL2	84717
SMYD5	10322
ZMYM1	79830
SLC25A26	115286
REXO4	57109
ZBTB3	79842
METTL8	79828
SNURF	8926
SWT1	54823
PIGV	55650
SETD6	79918
REEP6	92840
EID3	493861
KBTBD6	89890
HCN2	610
PLPP1	8611
GNPDA2	132789
ARID4A	5926
ATP6V0E2-AS1	401431
SLC44A3	126969
ZNF512B	57473
ALOX12-AS1	100506713
SPOP	8405
RAB3GAP1	22930
MCM3AP-AS1	114044
KLHL3	26249
PRKN	5071
ZXDA	7789
POC1B-GALNT4	100528030
ZBTB6	10773
CCT2	10576
CENPC	1060
SERINC3	10955
TRMT11	60487
TARBP1	6894
PAXX	286257
TRBV10-2	28584
ANKRD31	256006
PTPDC1	138639
ASTN2	23245
ZNF257	113835
HDAC2	3066
VPS13D	55187
ALKBH4	54784
LINC00662	148189
PITPNB	23760
KCNK12	56660
TAB1	10454
IGFL2	147920
ZNF212	7988
CPOX	1371
MCOLN3	55283
TMEM143	55260
COQ4	51117
UBE2J2	118424
OGG1	4968
ZNF696	79943
AGER	177
DLK2	65989
NAP1L2	4674
RAVER1	125950
ZNF567	163081
DUS4L	11062
PEX1	5189
PRR34	55267
NNT-AS1	100652772
ITPR3	3710
ZNF599	148103
PKD2L2	27039
PRAG1	157285
FCF1	51077
ZFP64	55734
TMEM50B	757
EIF2S2	8894
USP9Y	8287
DPF2	5977
HAT1	8520
PARD6B	84612
CHRNB1	1140
NEDD1	121441
FOCAD	54914
THAP6	152815
FBF1	85302
PRPF3	9129
AHCYL2	23382
ZC4H2	55906
ZNF232	7775
BCL2L15	440603
LINC00663	284440
NYAP1	222950
DVL2	1856
BCL9	607
TRBV25-1	28562
LTB4R2	56413
PRKRIP1	79706
PAXIP1-AS2	100132707
HGH1	51236
FAM98B	283742
KRR1	11103
SCML1	6322
DDX19A	55308
CRTC1	23373
MIR4458HG	100505738
EBLN3P	100506710
APPBP2	10513
C12orf43	64897
TXNL1	9352
PTBP2	58155
RALA	5898
TIA1	7072
TRBV10-1	28585
CENPH	64946
RNF138	51444
ANKRD36	375248
ARHGEF19	128272
SLC35B3	51000
SH3BP5-AS1	100505696
BRF2	55290
HACD3	51495
TIGD7	91151
OR2A1-AS1	101928492
ZSCAN16	80345
LINC01521	54944
MIPEP	4285
TSPAN15	23555
HAVCR1	26762
ZNF665	79788
URB1	9875
CREBRF	153222
MYO16	23026
FASTKD2	22868
TRIM2	23321
TNFAIP8L1	126282
SBK1	388228
MB21D2	151963
DMRTC1	63947
PRKCI	5584
MOSMO	730094
ZIK1	284307
METTL4	64863
TBCE	6905
TTI2	80185
R3HDM2	22864
DIS3L2	129563
NUP155	9631
HPS4	89781
PARS2	25973
ZFP69	339559
ZNF724	440519
MRRF	92399
SMARCE1	6605
TNRC6B	23112
ZNF596	169270
KCTD18	130535
LIN52	91750
POMT1	10585
LINC01644	101927722
MIEF1	54471
TMEM259	91304
PROSER3	148137
ANKRD10	55608
CSKMT	751071
CDCA7	83879
IKZF2	22807
DHFR2	200895
KDM4A-AS1	100132774
CDC37L1-DT	101929351
B3GALT6	126792
ZNF211	10520
POGLUT1	56983
DDX39B	7919
TRIM65	201292
FAM66D	100132923
RRP9	9136
MMAB	326625
ZBTB9	221504
LINC00896	150197
PTER	9317
CDO1	1036
